                    Summary Statistic for Health Care & Customer Discretionary,,,,,,,,,,,,,,,,,,,
Ticker Symbol,Year,Period Ending,Period ending year,Total Revenue,Cost of Goods Sold," Sales, General and Admin. ",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Gross Margin ,Gross profit,Operating profit ,Operating Margin ,Summary Statistics for both Sectors,,,Shape,
BBY,Year 2,2/1/2014,2014,"$40,611,000,000","$31,212,000,000","$8,106,000,000",$0,$0,Consumer Discretionary,Computer & Electronics Retail,0.2314397577,"$9,399,000,000","$1,293,000,000",0.0318386644,,,,,
BBY,Year 3,1/31/2015,2015,"$40,339,000,000","$31,292,000,000","$7,592,000,000",$0,$0,Consumer Discretionary,Computer & Electronics Retail,0.2242742755,"$9,047,000,000","$1,455,000,000",0.03606931258,,,,,
BBY,Year 4,1/30/2016,2016,"$39,528,000,000","$30,337,000,000","$7,618,000,000",$0,$0,Consumer Discretionary,Computer & Electronics Retail,0.2325187209,"$9,191,000,000","$1,573,000,000",0.039794576,,,,,
HAR,Year 1,6/30/2013,2013,"$4,297,842,000","$3,193,722,000","$902,869,000",$0,$0,Consumer Discretionary,Consumer Electronics,0.2569010215,"$1,104,120,000","$201,251,000",0.04682605829,,,,,
HAR,Year 2,6/30/2014,2014,"$5,348,483,000","$3,891,816,000","$1,126,940,000",$0,$0,Consumer Discretionary,Consumer Electronics,0.2723514312,"$1,456,667,000","$329,727,000",0.06164869553,,,,,
HAR,Year 3,6/30/2015,2015,"$6,155,297,000","$4,338,193,000","$1,347,510,000",$0,$0,Consumer Discretionary,Consumer Electronics,0.2952098006,"$1,817,104,000","$469,594,000",0.07629103843,,,,,
HAR,Year 4,6/30/2016,2016,"$6,911,676,000","$4,818,585,000","$1,513,064,000",$0,$0,Consumer Discretionary,Consumer Electronics,0.3028340738,"$2,093,091,000","$580,027,000",0.08391987703,,,,,
GRMN,Year 1,12/29/2012,2012,"$2,715,675,000","$1,277,195,000","$508,547,000","$325,773,000",$0,Consumer Discretionary,Consumer Electronics,0.5296951955,"$1,438,480,000","$604,160,000",0.2224713929,,,,,
GRMN,Year 2,12/28/2013,2013,"$2,631,851,000","$1,224,551,000","$468,345,000","$364,923,000",$0,Consumer Discretionary,Consumer Electronics,0.5347187208,"$1,407,300,000","$574,032,000",0.2181096118,,,,,
GRMN,Year 3,12/27/2014,2014,"$2,870,658,000","$1,266,246,000","$518,665,000","$395,121,000",$0,Consumer Discretionary,Consumer Electronics,0.5589004333,"$1,604,412,000","$690,626,000",0.2405810793,,,,,
GRMN,Year 4,12/26/2015,2015,"$2,820,270,000","$1,281,566,000","$562,080,000","$427,043,000",$0,Consumer Discretionary,Consumer Electronics,0.5455874792,"$1,538,704,000","$549,581,000",0.1948682218,,,,,
JWN,Year 1,2/2/2013,2013,"$12,134,000,000","$7,432,000,000","$3,357,000,000",$0,$0,Consumer Discretionary,Department Stores,0.387506181,"$4,702,000,000","$1,345,000,000",0.1108455579,,,,,
JWN,Year 2,2/1/2014,2014,"$12,540,000,000","$7,737,000,000","$3,453,000,000",$0,$0,Consumer Discretionary,Department Stores,0.3830143541,"$4,803,000,000","$1,350,000,000",0.1076555024,,,,,
JWN,Year 3,1/31/2015,2015,"$13,506,000,000","$8,406,000,000","$3,777,000,000",$0,$0,Consumer Discretionary,Department Stores,0.3776099511,"$5,100,000,000","$1,323,000,000",0.09795646379,,,,,
JWN,Year 4,1/30/2016,2016,"$14,437,000,000","$9,168,000,000","$4,168,000,000",$0,$0,Consumer Discretionary,Department Stores,0.3649650204,"$5,269,000,000","$1,101,000,000",0.07626238138,,,,,
M,Year 1,2/2/2013,2013,"$27,686,000,000","$16,538,000,000","$8,482,000,000",$0,$0,Consumer Discretionary,Department Stores,0.4026583833,"$11,148,000,000","$2,666,000,000",0.09629415589,,,,,
M,Year 2,2/1/2014,2014,"$27,931,000,000","$16,725,000,000","$8,440,000,000",$0,$0,Consumer Discretionary,Department Stores,0.4012029644,"$11,206,000,000","$2,766,000,000",0.09902975189,,,,,
M,Year 3,1/31/2015,2015,"$28,105,000,000","$16,863,000,000","$8,355,000,000",$0,$0,Consumer Discretionary,Department Stores,0.4,"$11,242,000,000","$2,887,000,000",0.1027219356,,,,,
M,Year 4,1/30/2016,2016,"$27,079,000,000","$16,496,000,000","$8,256,000,000",$0,$0,Consumer Discretionary,Department Stores,0.3908194542,"$10,583,000,000","$2,327,000,000",0.0859337494,,,,,
LKQ,Year 1,12/31/2012,2012,"$4,122,930,000","$2,398,790,000","$1,219,343,000",$0,"$64,093,000",Consumer Discretionary,Distributors,0.4181831853,"$1,724,140,000","$440,704,000",0.1068909732,,,,,
LKQ,Year 2,12/31/2013,2013,"$5,062,528,000","$2,987,126,000","$1,454,080,000",$0,"$80,969,000",Consumer Discretionary,Distributors,0.4099536832,"$2,075,402,000","$540,353,000",0.1067358047,,,,,
LKQ,Year 3,12/31/2014,2014,"$6,740,064,000","$4,088,151,000","$1,866,520,000",$0,"$120,719,000",Consumer Discretionary,Distributors,0.393455166,"$2,651,913,000","$664,674,000",0.09861538407,,,,,
LKQ,Year 4,12/31/2015,2015,"$7,192,633,000","$4,359,104,000","$1,987,271,000",$0,"$122,120,000",Consumer Discretionary,Distributors,0.3939487806,"$2,833,529,000","$724,138,000",0.1006777351,,,,,
DG,Year 1,2/1/2013,2013,"$16,022,128,000","$10,936,727,000","$3,430,125,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3173986002,"$5,085,401,000","$1,655,276,000",0.1033118697,,,,,
DG,Year 2,1/31/2014,2014,"$17,504,167,000","$12,068,425,000","$3,699,557,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3105398846,"$5,435,742,000","$1,736,185,000",0.0991869536,,,,,
DG,Year 3,1/30/2015,2015,"$18,909,588,000","$13,107,081,000","$4,033,414,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3068552842,"$5,802,507,000","$1,769,093,000",0.09355534346,,,,,
DG,Year 4,1/29/2016,2016,"$20,368,562,000","$14,062,471,000","$4,365,797,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3095992245,"$6,306,091,000","$1,940,294,000",0.09525925296,,,,,
DLTR,Year 1,2/2/2013,2013,"$7,394,500,000","$4,741,800,000","$1,732,600,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3587396038,"$2,652,700,000","$920,100,000",0.1244303198,,,,,
DLTR,Year 2,2/1/2014,2014,"$7,840,300,000","$5,050,500,000","$1,819,500,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3558282209,"$2,789,800,000","$970,300,000",0.1237580195,,,,,
DLTR,Year 3,1/31/2015,2015,"$8,602,200,000","$5,568,200,000","$1,993,800,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.352700472,"$3,034,000,000","$1,040,200,000",0.1209225547,,,,,
DLTR,Year 4,1/30/2016,2016,"$15,498,400,000","$10,841,700,000","$3,607,000,000",$0,$0,Consumer Discretionary,General Merchandise Stores,0.3004632736,"$4,656,700,000","$1,049,700,000",0.06772957208,,,,,
KSS,Year 1,2/2/2013,2013,"$19,279,000,000","$12,289,000,000","$4,267,000,000",$0,"$833,000,000",Consumer Discretionary,General Merchandise Stores,0.3625706728,"$6,990,000,000","$1,890,000,000",0.0980341304,,,,,
KSS,Year 2,2/1/2014,2014,"$19,031,000,000","$12,087,000,000","$4,313,000,000",$0,"$889,000,000",Consumer Discretionary,General Merchandise Stores,0.3648783564,"$6,944,000,000","$1,742,000,000",0.09153486417,,,,,
KSS,Year 3,1/31/2015,2015,"$19,023,000,000","$12,098,000,000","$4,350,000,000",$0,"$886,000,000",Consumer Discretionary,General Merchandise Stores,0.3640330127,"$6,925,000,000","$1,689,000,000",0.08878725753,,,,,
KSS,Year 4,1/30/2016,2016,"$19,204,000,000","$12,265,000,000","$4,452,000,000",$0,"$934,000,000",Consumer Discretionary,General Merchandise Stores,0.3613309727,"$6,939,000,000","$1,553,000,000",0.08086856905,,,,,
TGT,Year 1,2/2/2013,2013,"$73,301,000,000","$50,568,000,000","$15,110,000,000",$0,"$2,044,000,000",Consumer Discretionary,General Merchandise Stores,0.3101321946,"$22,733,000,000","$5,579,000,000",0.07611083068,,,,,
TGT,Year 2,2/1/2014,2014,"$71,279,000,000","$50,039,000,000","$14,465,000,000",$0,"$1,996,000,000",Consumer Discretionary,General Merchandise Stores,0.2979839785,"$21,240,000,000","$4,779,000,000",0.06704639515,,,,,
TGT,Year 3,1/31/2015,2015,"$72,618,000,000","$51,278,000,000","$14,676,000,000",$0,"$2,129,000,000",Consumer Discretionary,General Merchandise Stores,0.2938665345,"$21,340,000,000","$4,535,000,000",0.06245008125,,,,,
TGT,Year 4,1/30/2016,2016,"$73,785,000,000","$51,997,000,000","$14,665,000,000",$0,"$2,213,000,000",Consumer Discretionary,General Merchandise Stores,0.2952903707,"$21,788,000,000","$4,910,000,000",0.06654469066,,,,,
MHK,Year 1,12/31/2012,2012,"$5,787,980,000","$4,297,922,000","$1,110,550,000",$0,$0,Consumer Discretionary,Home Furnishings,0.2574400741,"$1,490,058,000","$379,508,000",0.06556829844,,,,,
MHK,Year 2,12/31/2013,2013,"$7,348,754,000","$5,427,945,000","$1,373,878,000",$0,$0,Consumer Discretionary,Home Furnishings,0.2613788678,"$1,920,809,000","$546,931,000",0.07442499776,,,,,
MHK,Year 3,12/31/2014,2014,"$7,803,446,000","$5,649,254,000","$1,381,396,000",$0,$0,Consumer Discretionary,Home Furnishings,0.2760565012,"$2,154,192,000","$772,796,000",0.09903265814,,,,,
MHK,Year 4,12/31/2015,2015,"$8,071,563,000","$5,660,877,000","$1,573,120,000",$0,$0,Consumer Discretionary,Home Furnishings,0.2986640877,"$2,410,686,000","$837,566,000",0.1037675107,,,,,
HD,Year 1,2/3/2013,2013,"$74,754,000,000","$48,912,000,000","$16,508,000,000",$0,"$1,568,000,000",Consumer Discretionary,Home Improvement Retail,0.3456938759,"$25,842,000,000","$7,766,000,000",0.1038874174,,,,,
HD,Year 2,2/2/2014,2014,"$78,812,000,000","$51,897,000,000","$16,122,000,000",$0,"$1,627,000,000",Consumer Discretionary,Home Improvement Retail,0.3415089073,"$26,915,000,000","$9,166,000,000",0.116302086,,,,,
HD,Year 3,2/1/2015,2015,"$83,176,000,000","$54,787,000,000","$16,280,000,000",$0,"$1,640,000,000",Consumer Discretionary,Home Improvement Retail,0.3413123978,"$28,389,000,000","$10,469,000,000",0.1258656343,,,,,
HD,Year 4,1/31/2016,2016,"$88,519,000,000","$58,254,000,000","$16,801,000,000",$0,"$1,690,000,000",Consumer Discretionary,Home Improvement Retail,0.341903998,"$30,265,000,000","$11,774,000,000",0.133010992,,,,,
LOW,Year 1,2/1/2013,2013,"$50,521,000,000","$33,194,000,000","$12,244,000,000",$0,"$1,523,000,000",Consumer Discretionary,Home Improvement Retail,0.3429662912,"$17,327,000,000","$3,560,000,000",0.07046574692,,,,,
LOW,Year 2,1/31/2014,2014,"$53,417,000,000","$34,941,000,000","$12,865,000,000",$0,"$1,462,000,000",Consumer Discretionary,Home Improvement Retail,0.345882397,"$18,476,000,000","$4,149,000,000",0.0776719022,,,,,
LOW,Year 3,1/30/2015,2015,"$56,223,000,000","$36,665,000,000","$13,281,000,000",$0,"$1,485,000,000",Consumer Discretionary,Home Improvement Retail,0.3478647529,"$19,558,000,000","$4,792,000,000",0.08523202248,,,,,
LOW,Year 4,1/29/2016,2016,"$59,074,000,000","$38,504,000,000","$14,115,000,000",$0,"$1,484,000,000",Consumer Discretionary,Home Improvement Retail,0.3482073332,"$20,570,000,000","$4,971,000,000",0.08414869486,,,,,
DHI,Year 1,9/30/2013,2013,"$6,259,300,000","$4,853,500,000","$649,900,000",$0,$0,Consumer Discretionary,Homebuilding,0.2245938044,"$1,405,800,000","$755,900,000",0.1207643027,,,,,
DHI,Year 2,9/30/2014,2014,"$8,024,900,000","$6,268,600,000","$826,900,000",$0,$0,Consumer Discretionary,Homebuilding,0.2188563097,"$1,756,300,000","$929,400,000",0.1158145273,,,,,
DHI,Year 3,9/30/2015,2015,"$10,824,000,000","$8,535,700,000","$1,003,000,000",$0,$0,Consumer Discretionary,Homebuilding,0.21140983,"$2,288,300,000","$1,285,300,000",0.1187453806,,,,,
DHI,Year 4,9/30/2016,2016,"$12,157,400,000","$9,502,600,000","$1,100,300,000",$0,$0,Consumer Discretionary,Homebuilding,0.2183690592,"$2,654,800,000","$1,554,500,000",0.1278645105,,,,,
LEN,Year 1,11/30/2013,2013,"$5,935,095,000","$4,920,664,000","$328,595,000",$0,$0,Consumer Discretionary,Homebuilding,0.1709207687,"$1,014,431,000","$685,836,000",0.1155560273,,,,,
LEN,Year 2,11/30/2014,2014,"$7,779,812,000","$6,336,272,000","$521,502,000",$0,$0,Consumer Discretionary,Homebuilding,0.1855494709,"$1,443,540,000","$922,038,000",0.1185167456,,,,,
LEN,Year 3,11/30/2015,2015,"$9,474,008,000","$7,757,571,000","$630,421,000",$0,$0,Consumer Discretionary,Homebuilding,0.181173269,"$1,716,437,000","$1,086,016,000",0.1146311044,,,,,
LEN,Year 4,11/30/2016,2016,"$10,949,999,000","$8,923,519,000","$764,117,000",$0,$0,Consumer Discretionary,Homebuilding,0.1850666836,"$2,026,480,000","$1,262,363,000",0.1152843028,,,,,
PHM,Year 1,12/31/2013,2013,"$5,679,595,000","$4,507,196,000","$568,500,000",$0,$0,Consumer Discretionary,Homebuilding,0.2064229932,"$1,172,399,000","$603,899,000",0.106327828,,,,,
PHM,Year 2,12/31/2014,2014,"$5,822,363,000","$4,244,479,000","$861,390,000",$0,$0,Consumer Discretionary,Homebuilding,0.271004058,"$1,577,884,000","$716,494,000",0.1230589711,,,,,
PHM,Year 3,12/31/2015,2015,"$5,981,964,000","$4,353,850,000","$794,728,000",$0,$0,Consumer Discretionary,Homebuilding,0.2721704778,"$1,628,114,000","$833,386,000",0.1393164519,,,,,
PHM,Year 4,12/31/2016,2016,"$7,668,476,000","$5,728,662,000","$957,150,000",$0,$0,Consumer Discretionary,Homebuilding,0.2529595189,"$1,939,814,000","$982,664,000",0.1281433234,,,,,
CCL,Year 1,11/30/2013,2013,"$15,456,000,000","$10,645,000,000","$1,879,000,000",$0,"$1,590,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3112707039,"$4,811,000,000","$1,342,000,000",0.08682712215,,,,,
CCL,Year 2,11/30/2014,2014,"$15,884,000,000","$10,421,000,000","$2,054,000,000",$0,"$1,637,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3439309997,"$5,463,000,000","$1,772,000,000",0.1115588013,,,,,
CCL,Year 3,11/30/2015,2015,"$15,714,000,000","$9,447,000,000","$2,067,000,000",$0,"$1,626,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3988163421,"$6,267,000,000","$2,574,000,000",0.1638029782,,,,,
CCL,Year 4,11/30/2016,2016,"$16,389,000,000","$9,383,000,000","$2,197,000,000",$0,"$1,738,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.4274818476,"$7,006,000,000","$3,071,000,000",0.1873817805,,,,,
MAR,Year 1,12/31/2012,2012,"$11,814,000,000","$10,190,000,000","$582,000,000",$0,"$102,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.1374640257,"$1,624,000,000","$940,000,000",0.07956661588,,,,,
MAR,Year 2,12/31/2013,2013,"$12,784,000,000","$11,020,000,000","$649,000,000",$0,"$127,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.1379849812,"$1,764,000,000","$988,000,000",0.07728410513,,,,,
MAR,Year 3,12/31/2014,2014,"$13,796,000,000","$11,830,000,000","$659,000,000",$0,"$148,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.1425050739,"$1,966,000,000","$1,159,000,000",0.08400985793,,,,,
MAR,Year 4,12/31/2015,2015,"$14,486,000,000","$12,363,000,000","$634,000,000",$0,"$139,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.1465552948,"$2,123,000,000","$1,350,000,000",0.09319342814,,,,,
RCL,Year 1,12/31/2012,2012,"$7,688,024,000","$5,157,434,000","$1,011,543,000",$0,"$730,493,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3291600026,"$2,530,590,000","$788,554,000",0.1025691387,,,,,
RCL,Year 2,12/31/2013,2013,"$7,959,894,000","$5,305,270,000","$1,044,819,000",$0,"$754,711,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3334999185,"$2,654,624,000","$855,094,000",0.1074252999,,,,,
RCL,Year 3,12/31/2014,2014,"$8,073,855,000","$5,306,281,000","$1,048,952,000",$0,"$772,445,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3427822273,"$2,767,574,000","$946,177,000",0.1171902394,,,,,
RCL,Year 4,12/31/2015,2015,"$8,299,074,000","$5,099,393,000","$1,086,504,000",$0,"$827,008,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.385546749,"$3,199,681,000","$1,286,169,000",0.1549774107,,,,,
WYN,Year 1,12/31/2012,2012,"$4,534,000,000","$2,093,000,000","$1,389,000,000",$0,"$185,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.5383767093,"$2,441,000,000","$867,000,000",0.1912218791,,,,,
WYN,Year 2,12/31/2013,2013,"$5,009,000,000","$2,394,000,000","$1,471,000,000",$0,"$216,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.5220602915,"$2,615,000,000","$928,000,000",0.1852665203,,,,,
WYN,Year 3,12/31/2014,2014,"$5,281,000,000","$2,504,000,000","$1,557,000,000",$0,"$233,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.5258473774,"$2,777,000,000","$987,000,000",0.1868964211,,,,,
WYN,Year 4,12/31/2015,2015,"$5,536,000,000","$2,700,000,000","$1,574,000,000",$0,"$234,000,000",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.512283237,"$2,836,000,000","$1,028,000,000",0.1856936416,,,,,
SNA,Year 1,12/31/2013,2013,"$3,237,500,000","$1,638,900,000","$1,012,400,000",$0,$0,Consumer Discretionary,Household Appliances,0.4937760618,"$1,598,600,000","$586,200,000",0.1810656371,,,,,
SNA,Year 2,1/3/2015,2015,"$3,492,600,000","$1,759,200,000","$1,048,700,000",$0,$0,Consumer Discretionary,Household Appliances,0.4963064766,"$1,733,400,000","$684,700,000",0.1960430625,,,,,
SNA,Year 3,1/2/2016,2016,"$3,593,100,000","$1,774,600,000","$1,053,700,000",$0,$0,Consumer Discretionary,Household Appliances,0.506108931,"$1,818,500,000","$764,800,000",0.2128524116,,,,,
SNA,Year 4,12/31/2016,2016,"$3,711,800,000","$1,803,500,000","$1,054,100,000",$0,$0,Consumer Discretionary,Household Appliances,0.5141171399,"$1,908,300,000","$854,200,000",0.2301309338,,,,,
SWK,Year 1,12/28/2013,2013,"$10,889,500,000","$6,985,800,000","$2,960,300,000",$0,$0,Consumer Discretionary,Household Appliances,0.3584829423,"$3,903,700,000","$943,400,000",0.0866339134,,,,,
SWK,Year 2,1/3/2015,2015,"$11,338,600,000","$7,235,900,000","$2,814,600,000",$0,$0,Consumer Discretionary,Household Appliances,0.3618347944,"$4,102,700,000","$1,288,100,000",0.1136030903,,,,,
SWK,Year 3,1/2/2016,2016,"$11,171,800,000","$7,099,800,000","$2,681,100,000",$0,$0,Consumer Discretionary,Household Appliances,0.3644891602,"$4,072,000,000","$1,390,900,000",0.1245009757,,,,,
SWK,Year 4,12/31/2016,2016,"$11,406,900,000","$7,139,700,000","$2,798,900,000",$0,$0,Consumer Discretionary,Household Appliances,0.374089367,"$4,267,200,000","$1,468,300,000",0.1287203359,,,,,
WHR,Year 1,12/31/2013,2013,"$18,769,000,000","$15,471,000,000","$1,828,000,000",$0,"$25,000,000",Consumer Discretionary,Household Appliances,0.1757152752,"$3,298,000,000","$1,445,000,000",0.0769886515,,,,,
WHR,Year 2,12/31/2014,2014,"$19,872,000,000","$16,477,000,000","$2,038,000,000",$0,"$33,000,000",Consumer Discretionary,Household Appliances,0.1708433977,"$3,395,000,000","$1,324,000,000",0.06662640902,,,,,
WHR,Year 3,12/31/2015,2015,"$20,891,000,000","$17,201,000,000","$2,130,000,000",$0,"$74,000,000",Consumer Discretionary,Household Appliances,0.1766310852,"$3,690,000,000","$1,486,000,000",0.07113110909,,,,,
WHR,Year 4,12/31/2016,2016,"$20,718,000,000","$17,036,000,000","$2,084,000,000",$0,"$71,000,000",Consumer Discretionary,Household Appliances,0.1777198571,"$3,682,000,000","$1,527,000,000",0.07370402549,,,,,
NWL,Year 1,12/31/2012,2012,"$5,508,500,000","$3,414,400,000","$1,403,500,000",$0,$0,Consumer Discretionary,Housewares & Specialties,0.3801579377,"$2,094,100,000","$690,600,000",0.1253698829,,,,,
NWL,Year 2,12/31/2013,2013,"$5,607,000,000","$3,482,100,000","$1,399,500,000",$0,$0,Consumer Discretionary,Housewares & Specialties,0.3789727127,"$2,124,900,000","$725,400,000",0.1293739968,,,,,
NWL,Year 3,12/31/2014,2014,"$5,727,000,000","$3,523,600,000","$1,545,900,000",$0,$0,Consumer Discretionary,Housewares & Specialties,0.3847389558,"$2,203,400,000","$657,500,000",0.1148070543,,,,,
NWL,Year 4,12/31/2015,2015,"$5,915,700,000","$3,611,100,000","$1,626,000,000",$0,$0,Consumer Discretionary,Housewares & Specialties,0.3895735078,"$2,304,600,000","$678,600,000",0.1147116994,,,,,
AMZN,Year 1,12/31/2013,2013,"$74,452,000,000","$54,181,000,000","$19,526,000,000",$0,$0,Consumer Discretionary,Internet & Direct Marketing Retail,0.2722693816,"$20,271,000,000","$745,000,000",0.01000644711,,,,,
AMZN,Year 2,12/31/2014,2014,"$88,988,000,000","$62,752,000,000","$26,058,000,000",$0,$0,Consumer Discretionary,Internet & Direct Marketing Retail,0.2948262687,"$26,236,000,000","$178,000,000",0.002000269699,,,,,
AMZN,Year 3,12/31/2015,2015,"$107,006,000,000","$71,651,000,000","$33,122,000,000",$0,$0,Consumer Discretionary,Internet & Direct Marketing Retail,0.3304020335,"$35,355,000,000","$2,233,000,000",0.02086798871,,,,,
AMZN,Year 4,12/31/2016,2016,"$135,987,000,000","$88,265,000,000","$43,536,000,000",$0,$0,Consumer Discretionary,Internet & Direct Marketing Retail,0.3509306037,"$47,722,000,000","$4,186,000,000",0.0307823542,,,,,
EXPE,Year 1,12/31/2013,2013,"$4,771,259,000","$1,038,034,000","$3,151,043,000",$0,"$71,731,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.7824402322,"$3,733,225,000","$510,451,000",0.1069845506,,,,,
EXPE,Year 2,12/31/2014,2014,"$5,763,485,000","$1,179,081,000","$3,919,856,000",$0,"$76,773,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.7954222142,"$4,584,404,000","$587,775,000",0.1019825678,,,,,
EXPE,Year 3,12/31/2015,2015,"$6,672,317,000","$1,309,559,000","$4,785,243,000",$0,"$156,458,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.8037324965,"$5,362,758,000","$421,057,000",0.0631050653,,,,,
EXPE,Year 4,12/31/2016,2016,"$8,773,564,000","$1,596,698,000","$6,280,728,000",$0,"$317,141,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.8180103319,"$7,176,866,000","$578,997,000",0.0659933637,,,,,
PCLN,Year 1,12/31/2012,2012,"$5,260,956,000","$1,177,275,000","$2,188,747,000",$0,"$65,141,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.7762241311,"$4,083,681,000","$1,829,793,000",0.3478061782,,,,,
PCLN,Year 2,12/31/2013,2013,"$6,793,306,000","$1,077,420,000","$3,185,497,000",$0,"$117,975,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.8413997544,"$5,715,886,000","$2,412,414,000",0.3551163454,,,,,
PCLN,Year 3,12/31/2014,2014,"$8,441,971,000","$857,841,000","$4,302,998,000",$0,"$207,820,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.8983838016,"$7,584,130,000","$3,073,312,000",0.3640514757,,,,,
PCLN,Year 4,12/31/2015,2015,"$9,223,987,000","$632,180,000","$5,060,406,000",$0,"$272,494,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.9314634767,"$8,591,807,000","$3,258,907,000",0.3533078483,,,,,
TRIP,Year 1,12/31/2012,2012,"$763,000,000","$12,000,000","$429,000,000",$0,"$26,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.9842726081,"$751,000,000","$296,000,000",0.3879423329,,,,,
TRIP,Year 2,12/31/2013,2013,"$945,000,000","$18,000,000","$597,000,000",$0,"$36,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.980952381,"$927,000,000","$294,000,000",0.3111111111,,,,,
TRIP,Year 3,12/31/2014,2014,"$1,246,000,000","$40,000,000","$801,000,000",$0,"$65,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.9678972713,"$1,206,000,000","$340,000,000",0.2728731942,,,,,
TRIP,Year 4,12/31/2015,2015,"$1,492,000,000","$58,000,000","$1,109,000,000",$0,"$93,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,0.9611260054,"$1,434,000,000","$232,000,000",0.1554959786,,,,,
MAT,Year 1,12/31/2012,2012,"$6,420,881,000","$3,011,684,000","$2,388,182,000",$0,$0,Consumer Discretionary,Leisure Products,0.5309547086,"$3,409,197,000","$1,021,015,000",0.1590147832,,,,,
MAT,Year 2,12/31/2013,2013,"$6,484,892,000","$3,006,009,000","$2,310,780,000",$0,$0,Consumer Discretionary,Leisure Products,0.5364596666,"$3,478,883,000","$1,168,103,000",0.180126824,,,,,
MAT,Year 3,12/31/2014,2014,"$6,023,819,000","$3,022,797,000","$2,347,308,000",$0,$0,Consumer Discretionary,Leisure Products,0.4981925918,"$3,001,022,000","$653,714,000",0.108521521,,,,,
MAT,Year 4,12/31/2015,2015,"$5,702,613,000","$2,896,255,000","$2,265,436,000",$0,$0,Consumer Discretionary,Leisure Products,0.4921179116,"$2,806,358,000","$540,922,000",0.09485511291,,,,,
HAS,Year 1,12/31/2012,2012,"$4,088,983,000","$1,671,980,000","$1,269,586,000","$201,197,000","$92,369,000",Consumer Discretionary,Leisure Products,0.5911012592,"$2,417,003,000","$853,851,000",0.2088174492,,,,,
HAS,Year 2,12/29/2013,2013,"$4,082,157,000","$1,672,901,000","$1,269,777,000","$207,591,000","$125,876,000",Consumer Discretionary,Leisure Products,0.590191901,"$2,409,256,000","$806,012,000",0.1974475749,,,,,
HAS,Year 3,12/28/2014,2014,"$4,277,207,000","$1,698,372,000","$1,315,793,000","$222,556,000","$99,794,000",Consumer Discretionary,Leisure Products,0.6029249929,"$2,578,835,000","$940,692,000",0.2199313711,,,,,
HAS,Year 4,12/27/2015,2015,"$4,447,509,000","$1,677,033,000","$1,370,183,000","$242,944,000","$86,171,000",Consumer Discretionary,Leisure Products,0.6229275759,"$2,770,476,000","$1,071,178,000",0.2408489786,,,,,
HOG,Year 1,12/31/2012,2012,"$5,580,506,000","$3,440,623,000","$1,111,232,000",$0,$0,Consumer Discretionary,Motorcycle Manufacturers,0.3834568048,"$2,139,883,000","$1,028,651,000",0.1843293422,,,,,
HOG,Year 2,12/31/2013,2013,"$5,899,872,000","$3,621,417,000","$1,124,753,000",$0,$0,Consumer Discretionary,Motorcycle Manufacturers,0.3861871919,"$2,278,455,000","$1,153,702,000",0.1955469542,,,,,
HOG,Year 3,12/31/2014,2014,"$6,228,508,000","$3,788,023,000","$1,159,502,000",$0,$0,Consumer Discretionary,Motorcycle Manufacturers,0.3918249764,"$2,440,485,000","$1,280,983,000",0.2056645026,,,,,
